eventDate,year,stateProvince,locality,longitude,latitude
2004-05-26T00:00:00Z,2004,Queensland,"Ibis Street, Longreach",144.2508861,-23.4319184
2004-05-26T00:00:00Z,2004,New South Wales,locality withheld,153.351679,-29.44926
2004-06-16T00:00:00Z,2004,New South Wales,locality withheld,153.496119,-28.167108
2004-06-16T00:00:00Z,2004,New South Wales,locality withheld,153.491808,-28.159902
2004-06-16T00:00:00Z,2004,New South Wales,locality withheld,153.488972,-28.163523
2004-06-21T00:00:00Z,2004,Queensland,"York Downs, W bank of Myall Creek",142.310292,-12.75301
2004-06-22T00:00:00Z,2004,Queensland,"York Downs, W bank of Myall Creek",142.310292,-12.75301
2004-06-23T00:00:00Z,2004,Queensland,"York Downs, W bank of Myall Creek",142.310292,-12.75301
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.293828,-28.80818
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.29785,-29.774335
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.422791,-28.617461
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.361148,-28.337309
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.561736,-28.70208
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.531696,-28.69524
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.326764,-28.353489
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.560715,-28.357289
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.532112,-28.701367
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.490352,-28.252957
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.525569,-28.774773
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.225875,-28.658655
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.612181,-28.702556
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.07585,-28.735749
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.225637,-28.482813
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.235393,-28.813796
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.45823,-28.700296
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.440062,-28.92334
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.568364,-28.292968
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.550434,-28.640214
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.380897,-28.794879
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.575299,-28.262
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.567447,-28.335406
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,152.904284,-30.452747
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.498085,-28.578349
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.393984,-28.83652
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.274654,-28.63843
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.533429,-28.519668
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.199818,-29.454346
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.45942,-28.70565
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.352939,-28.417378
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.243756,-28.825544
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.556978,-28.728255
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.160559,-28.412262
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.240747,-28.950257
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.432977,-28.342224
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.294508,-28.81002
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.480121,-28.900148
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.61519,-28.64423
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.556283,-28.779032
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.383039,-28.796069
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.483676,-28.185532
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.410641,-28.811536
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.505988,-28.694221
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.122404,-28.889789
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.17436,-28.666864
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.575775,-28.358725
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.465368,-28.725875
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.489417,-28.81686
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.409451,-28.674122
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.378042,-28.243439
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.336402,-28.412738
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.275011,-28.723495
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.540901,-28.544711
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.098693,-28.59905
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.25776,-28.463539
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.518123,-28.723607
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.337353,-28.403934
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.45823,-28.320772
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.041824,-28.583226
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.616464,-28.649375
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.548292,-28.613921
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.537941,-28.545036
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.457603,-28.930642
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.330331,-29.557853
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.318674,-28.6696
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.176263,-28.645568
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.484404,-28.824623
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.588743,-28.789526
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.551862,-28.758355
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.531636,-28.603214
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.34009,-28.403815
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.329738,-28.886845
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.288217,-28.348492
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.392794,-28.525762
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,152.912985,-30.705432
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.237891,-28.820577
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.156752,-28.383589
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.477027,-28.246652
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.272631,-29.005461
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.564829,-28.362413
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.554003,-28.602143
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.079419,-28.810464
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.56935,-28.352419
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.318793,-28.683044
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.342826,-28.386445
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.500738,-28.556428
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.486783,-28.552293
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.19054,-28.677096
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.313915,-28.924678
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.500822,-28.580371
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.336163,-28.370622
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.59148,-28.850321
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.397672,-28.290196
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.353533,-29.060189
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.277671,-28.81451
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.388511,-28.321843
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.491542,-28.549795
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.470772,-28.247834
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.417184,-28.560145
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.377447,-28.828906
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.521286,-28.74729
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.523665,-28.820697
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.197672,-30.114288
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.403502,-28.398699
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.295958,-28.296763
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.202557,-28.587152
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.507758,-28.821738
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.353175,-29.492235
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.265493,-28.446288
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.353533,-28.34992
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.459895,-28.284604
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.505521,-28.246257
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.354247,-28.819388
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.343718,-28.786751
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.302851,-28.402387
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.251216,-28.57002
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.194109,-28.935267
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.485593,-28.52957
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.1558,-28.533139
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.602187,-28.66163
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.17317,-28.7461
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.438966,-28.643652
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.606857,-28.640536
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.398029,-28.558599
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.416076,-28.659176
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.237534,-28.724804
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.564369,-28.386891
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.361861,-28.843301
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.280603,-28.626532
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.475565,-28.214445
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.49059,-28.555204
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.506532,-28.546345
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.402833,-28.79088
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.484999,-28.375738
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.34517,-28.666457
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.435387,-28.526771
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.307997,-28.392953
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.496217,-28.231393
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.360679,-28.551688
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.542462,-28.522907
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.229087,-28.715643
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.127127,-28.750978
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.536752,-28.608092
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.40925,-28.366513
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.272394,-28.806776
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.177453,-28.83295
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.21957,-28.305186
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.441097,-28.561335
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.621972,-28.645182
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,152.127395,-29.229247
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.237892,-28.263783
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.496092,-28.216742
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.263947,-28.783339
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.471317,-28.481385
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.490353,-28.829739
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.325456,-28.483646
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.523427,-28.249745
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.426583,-28.250102
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.484404,-28.343377
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.388036,-28.839018
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.426583,-28.317084
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.203389,-28.744553
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.178405,-28.831284
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.130581,-28.707153
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.477741,-28.909666
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.514642,-28.560598
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.346648,-28.790685
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.367453,-28.6558
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.089175,-28.812606
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.423727,-28.629129
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.588743,-28.854247
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.570422,-28.732895
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.459419,-28.941216
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.041095,-28.857133
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.612657,-28.644973
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.263347,-29.875462
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.587435,-28.726708
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.45466,-28.893627
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.323433,-28.802136
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.21493,-28.375975
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.55417,-28.276161
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.284529,-28.917421
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.535562,-28.57823
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.477622,-28.71493
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.561653,-28.20284
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.363052,-28.42523
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.460371,-28.547962
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.508674,-28.475318
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.381611,-28.809751
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,152.985312,-28.379663
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.492137,-28.824623
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.290478,-28.739319
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.278259,-28.682539
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.40605,-28.385723
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.619319,-28.639835
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.515813,-28.303997
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.549125,-28.634742
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.494397,-28.62651
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.463822,-28.736702
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.278834,-28.673854
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.354723,-28.847227
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.446586,-28.568563
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.449901,-28.318987
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.249313,-28.469369
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.259222,-29.009
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.390673,-28.740366
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.211019,-28.501105
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.392794,-28.674836
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.533182,-28.544917
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.464179,-28.821053
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.282982,-28.803802
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.337827,-29.433288
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.333307,-29.093501
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.502726,-28.309946
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.564116,-28.202394
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.537703,-28.491141
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.069664,-28.538373
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.383633,-28.650803
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.23575,-28.354084
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.437648,-28.456401
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.265739,-28.743983
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.376971,-28.357416
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.449664,-28.74967
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.440384,-28.25034
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.459062,-28.515888
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.335685,-29.508241
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.339732,-28.313157
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.523427,-28.286559
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.431103,-29.11801
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.392319,-28.658179
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.276438,-29.165551
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.37486,-28.676228
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.252313,-28.811416
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,152.940455,-29.717822
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.337638,-29.073993
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.207196,-28.748479
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.31107,-28.78047
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.3226,-28.387992
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.282625,-29.041034
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.143151,-28.525581
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.20565,-28.490665
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.525807,-28.76823
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.428962,-28.314347
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.303089,-28.503038
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.573802,-28.362167
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.348418,-28.762162
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.369476,-28.261999
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.385914,-28.85101
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.461799,-28.575969
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.416575,-28.817397
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.478931,-28.558242
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.377328,-28.766445
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.137716,-28.867095
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.50677,-28.554197
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.549839,-28.523264
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.484404,-28.546583
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.310485,-28.887892
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.309156,-28.791191
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.354723,-28.610471
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.532469,-28.71455
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.267872,-28.934077
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.36064,-28.646163
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.511767,-28.911473
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.144617,-28.540611
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.140334,-28.525286
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.497193,-28.255775
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.423981,-28.546909
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.550731,-28.473852
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.315938,-28.687922
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.201212,-28.545687
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.296069,-29.020333
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.55198,-28.635099
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,151.563123,-32.39425
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.566019,-28.241417
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.174345,-28.747678
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.454185,-28.486382
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.472185,-28.310154
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.382436,-28.651428
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,152.950215,-28.430465
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.421348,-28.58049
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.409521,-28.399757
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.550945,-28.6083
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.55149,-28.239426
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.451686,-28.213934
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.360075,-29.436144
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.547921,-28.605387
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,152.877175,-31.435212
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.297616,-28.880539
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.263114,-28.842468
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.497134,-28.536113
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.408261,-28.913852
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.220537,-28.306822
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.46739,-28.218693
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.52414,-28.493164
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.490352,-28.627127
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.561736,-28.855556
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.338067,-28.426063
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.535956,-28.776232
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.365193,-28.340164
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.462529,-28.83229
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.270014,-29.005937
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.34279,-28.666457
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.474172,-28.225118
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.275879,-28.686108
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.172764,-28.65882
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.35948,-29.437095
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.434435,-28.765136
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.406834,-28.72873
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.09417,-29.484922
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.457761,-28.321748
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.336164,-28.411072
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.470889,-28.866267
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.546949,-28.501884
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.471079,-28.433202
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.496777,-28.342901
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.376971,-28.696965
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.180547,-28.507321
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.481584,-28.907398
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.598618,-28.637478
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.334974,-28.399175
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.109638,-28.765135
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.439393,-29.012714
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.388868,-28.859244
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.59719,-28.701248
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.443315,-28.803438
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.316329,-29.134874
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.551028,-28.600121
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.228017,-28.578348
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.201724,-28.784171
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.529103,-28.497482
2004-07-01T00:00:00Z,2004,New South Wales,locality withheld,153.326631,-28.779088
